From,To,Seconds,Meters
LAKE,LPIH,2082,46379
LAKE,TUSH,1185,20423
LAKE,NNRC,1437,28079
LAKE,BGSJ,1227,22526
LAKE,HELP,1814,36150
LAKE,BGYL,1887,43545
LAKE,COLL,1173,25303
LAKE,GGCH,1782,36861
LAKE,CMIS,772,6901
LAKE,KINB,2068,45083
LAKE,KINO,1261,27572
LAKE,STAN,1655,37286
LAKE,KINW,1836,36270
LAKE,CVLH,695,7193
LAKE,FPCC,1314,24955
LAKE,ANHC,2140,44945
LAKE,FLAG,1499,28464
LAKE,CAPO,1424,29632
LAKE,GORD,1849,38933
LAKE,ATCC,2175,45833
LAKE,FVRH,1394,28307
LAKE,MISS,984,16204
LAKE,ROYL,1416,24097
LAKE,LEIS,1865,36435
LAKE,ACNC,2195,45466
LAKE,ALTA,1535,30333
LAKE,PACI,1555,31409
LAKE,IRVR,753,11084
LAKE,WINA,2232,44690
LAKE,NSUB,1298,27112
LAKE,ALAM,2046,48111
LAKE,PLAC,2029,45202
LAKE,CHAP,1249,26021
LAKE,KNOT,2149,45587
LAKE,HBHO,1654,31639
LAKE,HBRI,1443,27308
LAKE,OCMM,1376,29063
LAKE,MESA,1399,27596
LAKE,CMCH,1328,26162
LAKE,COCT,1900,33604
LAKE,WLNT,1724,33615
LAKE,SMMC,773,7331
LAKE,FOCC,1340,27988
LAKE,KAIA,1592,34317
LAKE,RGNT,1100,17566
LAKE,HVAL,1625,31465
LAKE,FREE,416,4027
LAKE,QUAK,1960,40562
LAKE,CARE,1251,23289
LAKE,VIVA,734,6415
LAKE,SCRT,1132,22122
LAKE,PREG,2506,50375
LAKE,SNMR,1758,36712
LAKE,EVER,2174,44526
LAKE,NEWO,1317,26033
LAKE,WMCS,1156,22126
LAKE,COVI,1217,16383
LAKE,SEAC,1780,33407
LAKE,WMCA,1674,33541
LAKE,ELIZ,2211,45269
LAKE,PSUP,1517,28711
LAKE,CHOC,1327,27904
LAKE,COAS,1358,23580
LAKE,CVPL,1329,23417
LAKE,TERR,2144,44367
LAKE,CMLH,2706,52647
LAKE,PANA,2226,44638
LAKE,GPCC,1440,29815
LAKE,SJOS,1505,26799
LAKE,CMSA,1217,24025
LAKE,SJUD,2267,43804
LAKE,HSUB,1654,31639
LAKE,BEAC,1743,33893
LAKE,LAMC,2055,47884
LAKE,BPNC,2080,44124
LAKE,PKVW,1737,35396
LAKE,WINF,1991,41114
LAKE,AMMC,1856,37236
LAKE,VICT,1195,25477
LAKE,AGBP,1964,43136
LPIH,CSNC,1090,18809
LPIH,HOAG,1940,42300
LPIH,AGEN,639,6445
LPIH,LPAL,716,11759
LPIH,EXTW,1272,13466
LPIH,PVIS,1185,17632
LPIH,SCLE,2546,65928
LPIH,GREE,967,15279
LPIH,GGMC,1043,22415
LPIH,HVCC,792,15350
LPIH,UCIM,822,18056
LPIH,MANO,1603,23470
LPIH,COVI,2419,53676
LPIH,WAMC,664,6445
LPIH,EDNA,1170,23305
LPIH,LHAB,1216,14650
LPIH,PALM,1960,44893
LPIH,HSOU,1260,25689
LPIH,WAEC,663,6614
LPIH,BVCC,847,13614
LPIH,TOWN,1001,21854
LPIH,SCOA,2858,64687
LPIH,CVSB,1248,15265
LPIH,LAKE,2052,46310
LPIH,LPIH,0,0
LPIH,TUSH,1312,27545
LPIH,PACI,1098,23617
LPIH,BGSJ,2430,59819
LPIH,HELP,1229,13153
LPIH,BGYL,1492,31016
LPIH,COLL,1578,38221
LPIH,GGCH,1279,16436
LPIH,CMIS,2112,49617
LPIH,KINB,1260,26903
LPIH,KINO,1050,23207
LPIH,STAN,1089,12027
LPIH,KINW,1229,13224
LPIH,CVLH,1914,45552
LPIH,SJUD,1107,15497
LPIH,FPCC,1041,22981
LPIH,ANHC,640,6300
LPIH,FLAG,1904,41382
LPIH,CAPO,2626,66926
LPIH,GORD,1040,20753
LPIH,ATCC,468,4533
LPIH,FVRH,1604,24242
LPIH,MISS,2187,53497
LPIH,ROYL,1638,33381
LPIH,LEIS,772,13271
LPIH,ACNC,631,6363
LPIH,ALTA,1077,22541
LPIH,NNRC,1843,40997
LPIH,IRVR,1738,38400
LPIH,WINA,588,5963
LPIH,NSUB,1835,28933
LPIH,ALAM,679,7419
LPIH,CMSA,1587,26567
LPIH,CHAP,1123,25734
LPIH,KNOT,442,4287
LPIH,HBRI,1187,24943
LPIH,OCMM,1401,21563
LPIH,HSUB,1528,19823
LPIH,CMCH,1508,30055
LPIH,COCT,989,15351
LPIH,WLNT,769,14599
LPIH,SMMC,1992,45689
LPIH,FOCC,905,20605
LPIH,KAIA,1093,23403
LPIH,RGNT,1839,40058
LPIH,HVAL,1523,21501
LPIH,FREE,1997,45163
LPIH,QUAK,1104,11584
LPIH,CARE,1161,25254
LPIH,VIVA,1933,45438
LPIH,SCRT,1192,25434
LPIH,PREG,1175,14077
LPIH,SNMR,686,12134
LPIH,EVER,1170,17460
LPIH,NEWO,1378,28488
LPIH,WMCS,1248,25908
LPIH,ORRH,1117,22927
LPIH,SEAC,1661,21351
LPIH,WMCA,886,16089
LPIH,ELIZ,1095,16485
LPIH,PSUP,1922,41629
LPIH,CHOC,1000,21209
LPIH,COAS,1754,27586
LPIH,CVPL,1604,33054
LPIH,TERR,1140,17302
LPIH,CMLH,1375,16349
LPIH,PANA,581,5912
LPIH,GPCC,983,22023
LPIH,SJOS,1099,21491
LPIH,PLAC,1257,24471
LPIH,HBHO,1528,19823
LPIH,MESA,1805,40514
LPIH,BEAC,1639,21845
LPIH,LAMC,773,7889
LPIH,BPNC,403,4231
LPIH,PKVW,892,15734
LPIH,WINF,900,14355
LPIH,AMMC,746,11620
LPIH,VICT,1601,38395
LPIH,AGBP,632,6838
TUSH,CSNC,884,12387
TUSH,HOAG,1059,17165
TUSH,AGEN,1425,25640
TUSH,LPAL,989,17746
TUSH,EXTW,1061,20800
TUSH,PVIS,1307,24405
TUSH,SCLE,1599,41793
TUSH,GREE,1384,26235
TUSH,GGMC,679,11517
TUSH,HVCC,760,14111
TUSH,UCIM,590,9707
TUSH,MANO,1053,15268
TUSH,ORRH,753,12029
TUSH,WAMC,1344,26399
TUSH,EDNA,806,12407
TUSH,LHAB,1726,32257
TUSH,PALM,1014,20758
TUSH,HSOU,233,2804
TUSH,WAEC,1381,26713
TUSH,BVCC,1098,19500
TUSH,TOWN,540,7609
TUSH,SCOA,1912,40552
TUSH,CVSB,1431,29579
TUSH,LAKE,1106,22176
TUSH,LPIH,1261,27688
TUSH,TUSH,0,0
TUSH,NNRC,961,15862
TUSH,BGSJ,1483,35685
TUSH,HELP,1062,20764
TUSH,BGYL,1165,23299
TUSH,COLL,697,13086
TUSH,GGCH,961,18170
TUSH,CMIS,1166,25482
TUSH,KINB,1247,26392
TUSH,KINO,435,8940
TUSH,STAN,1200,25128
TUSH,KINW,1058,20745
TUSH,CVLH,968,21417
TUSH,FPCC,493,6265
TUSH,ANHC,1319,26254
TUSH,FLAG,1023,16247
TUSH,CAPO,1680,42791
TUSH,GORD,1028,20242
TUSH,ATCC,1354,27143
TUSH,FVRH,939,16149
TUSH,MISS,1241,29363
TUSH,ROYL,775,7825
TUSH,LEIS,1045,17744
TUSH,ACNC,1375,26775
TUSH,ALTA,714,11643
TUSH,PACI,734,12718
TUSH,IRVR,792,14265
TUSH,WINA,1439,25693
TUSH,NSUB,822,14895
TUSH,ALAM,1433,32931
TUSH,PLAC,1168,19307
TUSH,CHAP,423,7390
TUSH,KNOT,1328,26896
TUSH,HBHO,1199,19481
TUSH,HBRI,617,8677
TUSH,OCMM,921,16905
TUSH,MESA,923,15379
TUSH,CMCH,663,6844
TUSH,COCT,1079,14913
TUSH,WLNT,903,14924
TUSH,SMMC,1046,21555
TUSH,FOCC,518,9297
TUSH,KAIA,766,15686
TUSH,RGNT,957,14923
TUSH,HVAL,1170,19307
TUSH,FREE,1051,21029
TUSH,QUAK,1140,21871
TUSH,CARE,424,4657
TUSH,VIVA,987,21304
TUSH,SCRT,305,3492
TUSH,PREG,1685,31684
TUSH,SNMR,937,18021
TUSH,EVER,1353,25835
TUSH,NEWO,678,10144
TUSH,WMCS,329,3496
TUSH,COVI,1473,29542
TUSH,SEAC,1325,21249
TUSH,WMCA,853,14850
TUSH,ELIZ,1391,26578
TUSH,PSUP,1041,16494
TUSH,CHOC,501,9272
TUSH,COAS,880,8602
TUSH,CVPL,723,7919
TUSH,TERR,1323,25676
TUSH,CMLH,1885,33956
TUSH,PANA,1423,25669
TUSH,GPCC,619,11124
TUSH,SJOS,646,9671
TUSH,CMSA,762,11867
TUSH,SJUD,1446,25113
TUSH,HSUB,1199,19481
TUSH,BEAC,1288,21735
TUSH,LAMC,1442,32704
TUSH,BPNC,1259,25433
TUSH,PKVW,916,16705
TUSH,WINF,1198,24645
TUSH,AMMC,1035,18545
TUSH,VICT,719,13260
TUSH,AGBP,1143,24445
PACI,CSNC,382,2631
PACI,HOAG,1400,29118
PACI,AGEN,927,14083
PACI,LPAL,895,15195
PACI,EXTW,564,9243
PACI,PVIS,1211,21814
PACI,SCLE,1987,50537
PACI,GREE,1288,23644
PACI,GGMC,279,2703
PACI,HVCC,666,11560
PACI,UCIM,480,4555
PACI,MANO,695,7092
PACI,COVI,1860,38285
PACI,WAMC,964,13790
PACI,EDNA,208,1843
PACI,LHAB,1615,30100
PACI,PALM,1402,29502
PACI,HSOU,596,11917
PACI,WAEC,961,13886
PACI,BVCC,748,7050
PACI,TOWN,395,6354
PACI,SCOA,2299,49296
PACI,CVSB,934,18022
PACI,LAKE,1493,30919
PACI,LPIH,1168,25138
PACI,TUSH,753,12154
PACI,PACI,0,0
PACI,BGSJ,1871,44428
PACI,HELP,565,9206
PACI,BGYL,1260,26143
PACI,COLL,1038,25039
PACI,GGCH,464,6612
PACI,CMIS,1554,34226
PACI,KINB,1151,23802
PACI,KINO,444,7706
PACI,STAN,822,12859
PACI,KINW,561,9187
PACI,CVLH,1356,30161
PACI,SJUD,1350,22523
PACI,FPCC,482,7590
PACI,ANHC,948,14146
PACI,FLAG,1364,28200
PACI,CAPO,2067,51535
PACI,GORD,932,17651
PACI,ATCC,1071,15503
PACI,FVRH,874,9106
PACI,MISS,1628,38106
PACI,ROYL,952,9979
PACI,LEIS,951,15194
PACI,ACNC,935,13867
PACI,ALTA,277,1793
PACI,NNRC,1303,27815
PACI,IRVR,1179,23009
PACI,WINA,942,14136
PACI,NSUB,1163,26848
PACI,ALAM,936,21373
PACI,CMSA,1097,11370
PACI,CHAP,517,10233
PACI,KNOT,1043,15518
PACI,HBRI,581,9443
PACI,OCMM,1073,10851
PACI,HSUB,1132,15510
PACI,CMCH,902,14555
PACI,COCT,584,5342
PACI,WLNT,809,12374
PACI,SMMC,1434,30298
PACI,FOCC,341,4995
PACI,KAIA,861,18529
PACI,RGNT,1298,26876
PACI,HVAL,1170,15836
PACI,FREE,1439,29772
PACI,QUAK,642,10314
PACI,CARE,555,9754
PACI,VIVA,1374,30047
PACI,SCRT,633,10043
PACI,PREG,1592,29134
PACI,SNMR,875,8514
PACI,EVER,1257,23244
PACI,NEWO,772,12987
PACI,WMCS,597,11167
PACI,ORRH,211,1319
PACI,SEAC,1266,17037
PACI,WMCA,759,12299
PACI,ELIZ,1294,23987
PACI,PSUP,1382,28447
PACI,CHOC,437,5599
PACI,COAS,967,10048
PACI,CVPL,981,10293
PACI,TERR,1227,23085
PACI,CMLH,1791,31406
PACI,PANA,926,14111
PACI,GPCC,289,2618
PACI,SJOS,535,5881
PACI,PLAC,1149,21370
PACI,HBHO,1132,15510
PACI,MESA,1265,27332
PACI,BEAC,1243,17531
PACI,LAMC,945,21146
PACI,BPNC,1101,16290
PACI,PKVW,820,14114
PACI,WINF,1074,19832
PACI,AMMC,942,15995
PACI,VICT,1060,25213
PACI,AGBP,1049,21895
BGSJ,CSNC,2066,44513
BGSJ,HOAG,1743,39389
BGSJ,AGEN,2526,56439
BGSJ,LPAL,2170,49872
BGSJ,EXTW,1993,47037
BGSJ,PVIS,2488,56531
BGSJ,SCLE,578,7807
BGSJ,GREE,2566,58361
BGSJ,GGMC,1860,43642
BGSJ,HVCC,1941,46236
BGSJ,UCIM,1772,41833
BGSJ,MANO,1747,38685
BGSJ,ORRH,1935,44154
BGSJ,WAMC,2525,58524
BGSJ,EDNA,1988,44532
BGSJ,LHAB,2908,64382
BGSJ,PALM,1026,17747
BGSJ,HSOU,1420,34869
BGSJ,WAEC,2563,58838
BGSJ,BVCC,2280,51626
BGSJ,TOWN,1721,39735
BGSJ,SCOA,1018,12871
BGSJ,CVSB,2249,54105
BGSJ,LAKE,1134,21249
BGSJ,LPIH,2443,59814
BGSJ,TUSH,1546,33858
BGSJ,NNRC,1646,38085
BGSJ,BGSJ,0,0
BGSJ,HELP,2056,47418
BGSJ,BGYL,2352,55365
BGSJ,COLL,1381,35310
BGSJ,GGCH,2143,50296
BGSJ,CMIS,802,13307
BGSJ,KINB,2429,58518
BGSJ,KINO,1622,41006
BGSJ,STAN,1897,48554
BGSJ,KINW,2078,47538
BGSJ,CVLH,957,16894
BGSJ,FPCC,1674,38390
BGSJ,ANHC,2501,58380
BGSJ,FLAG,1707,38470
BGSJ,CAPO,659,8805
BGSJ,GORD,2210,52368
BGSJ,ATCC,2535,59268
BGSJ,FVRH,1636,39575
BGSJ,MISS,601,8378
BGSJ,ROYL,1779,37514
BGSJ,LEIS,2226,49870
BGSJ,ACNC,2556,58901
BGSJ,ALTA,1895,43768
BGSJ,PACI,1916,44844
BGSJ,IRVR,1115,24501
BGSJ,WINA,2474,55958
BGSJ,NSUB,1506,37118
BGSJ,ALAM,2288,59379
BGSJ,PLAC,2354,51373
BGSJ,CHAP,1610,39456
BGSJ,KNOT,2509,59022
BGSJ,HBHO,1896,42907
BGSJ,HBRI,1804,40743
BGSJ,OCMM,1618,40331
BGSJ,MESA,1608,37603
BGSJ,CMCH,1799,38535
BGSJ,COCT,2260,47039
BGSJ,WLNT,2085,47050
BGSJ,SMMC,1034,17032
BGSJ,FOCC,1699,41422
BGSJ,KAIA,1953,47752
BGSJ,RGNT,1421,29301
BGSJ,HVAL,1866,42733
BGSJ,FREE,894,15103
BGSJ,QUAK,2321,53997
BGSJ,CARE,1611,36724
BGSJ,VIVA,927,16522
BGSJ,SCRT,1493,35557
BGSJ,PREG,2867,63810
BGSJ,SNMR,2119,50146
BGSJ,EVER,2534,57960
BGSJ,NEWO,1865,42210
BGSJ,WMCS,1516,35561
BGSJ,COVI,945,15593
BGSJ,SEAC,2022,44675
BGSJ,WMCA,2035,46976
BGSJ,ELIZ,2572,58704
BGSJ,PSUP,1725,38717
BGSJ,CHOC,1688,41339
BGSJ,COAS,1721,36997
BGSJ,CVPL,1691,36834
BGSJ,TERR,2504,57802
BGSJ,CMLH,3067,66082
BGSJ,PANA,2467,55906
BGSJ,GPCC,1801,43250
BGSJ,SJOS,1865,40234
BGSJ,CMSA,1459,35323
BGSJ,SJUD,2627,57239
BGSJ,HSUB,1896,42907
BGSJ,BEAC,1985,45161
BGSJ,LAMC,2297,59152
BGSJ,BPNC,2440,57559
BGSJ,PKVW,2098,48830
BGSJ,WINF,2352,54549
BGSJ,AMMC,2217,50671
BGSJ,VICT,1403,35484
BGSJ,AGBP,2324,56571
HELP,CSNC,823,10918
HELP,HOAG,1421,23778
HELP,AGEN,693,6718
HELP,LPAL,1295,23353
HELP,EXTW,72,376
HELP,PVIS,1610,29972
HELP,SCLE,2231,54202
HELP,GREE,1711,21227
HELP,GGMC,679,10861
HELP,HVCC,1066,19718
HELP,UCIM,880,12712
HELP,MANO,961,11420
HELP,COVI,1873,39221
HELP,WAMC,816,7742
HELP,EDNA,664,10989
HELP,LHAB,1903,21046
HELP,PALM,1741,34191
HELP,HSOU,996,20075
HELP,WAEC,812,7838
HELP,BVCC,963,11863
HELP,TOWN,794,14511
HELP,SCOA,2471,45012
HELP,CVSB,869,9175
HELP,LAKE,1869,36691
HELP,LPIH,1267,13197
HELP,TUSH,1153,20312
HELP,PACI,521,8265
HELP,BGSJ,2115,48094
HELP,HELP,0,0
HELP,BGYL,1659,34300
HELP,COLL,1059,19699
HELP,GGCH,423,3528
HELP,CMIS,1931,40036
HELP,KINB,1551,31959
HELP,KINO,844,15864
HELP,STAN,518,3624
HELP,KINW,56,199
HELP,CVLH,1733,35971
HELP,SJUD,1750,30680
HELP,FPCC,882,15748
HELP,ANHC,799,8098
HELP,FLAG,1385,22860
HELP,CAPO,2311,55200
HELP,GORD,1332,25809
HELP,ATCC,900,8718
HELP,FVRH,962,12192
HELP,MISS,2005,43917
HELP,ROYL,1333,15637
HELP,LEIS,1351,23351
HELP,ACNC,787,7819
HELP,ALTA,714,10987
HELP,NNRC,1324,22475
HELP,IRVR,1441,27492
HELP,WINA,704,7206
HELP,NSUB,1193,16883
HELP,ALAM,834,15613
HELP,CMSA,945,14517
HELP,CHAP,917,18391
HELP,KNOT,872,8732
HELP,HBRI,981,17600
HELP,OCMM,759,9513
HELP,HSUB,785,7369
HELP,CMCH,1302,22712
HELP,COCT,799,10155
HELP,WLNT,1092,13450
HELP,SMMC,1811,36109
HELP,FOCC,741,13152
HELP,KAIA,1260,26687
HELP,RGNT,1391,23547
HELP,HVAL,823,7695
HELP,FREE,1814,35544
HELP,QUAK,494,4266
HELP,CARE,955,17911
HELP,VIVA,1752,35858
HELP,SCRT,1033,18200
HELP,PREG,1862,20474
HELP,SNMR,1089,13326
HELP,EVER,1656,31401
HELP,NEWO,1172,21145
HELP,WMCS,997,19324
HELP,ORRH,652,9606
HELP,SEAC,919,8897
HELP,WMCA,1159,20457
HELP,ELIZ,1694,32144
HELP,PSUP,1403,23107
HELP,CHOC,837,13756
HELP,COAS,1316,18659
HELP,CVPL,1286,18496
HELP,TERR,1627,31243
HELP,CMLH,2062,22745
HELP,PANA,709,7258
HELP,GPCC,688,10776
HELP,SJOS,935,14038
HELP,PLAC,1549,29527
HELP,HBHO,785,7369
HELP,MESA,1286,21992
HELP,BEAC,897,9390
HELP,LAMC,843,15386
HELP,BPNC,866,8925
HELP,PKVW,1220,22271
HELP,WINF,1474,27990
HELP,AMMC,1341,24152
HELP,VICT,1081,19873
HELP,AGBP,1320,13234
BGYL,CSNC,1454,26739
BGYL,HOAG,1888,38022
BGYL,AGEN,2015,39062
BGYL,LPAL,1267,20647
BGYL,EXTW,1651,34222
BGYL,PVIS,804,9294
BGYL,SCLE,2494,61575
BGYL,GREE,881,11124
BGYL,GGMC,1269,24939
BGYL,HVCC,1431,22488
BGYL,UCIM,1227,19098
BGYL,MANO,1869,33711
BGYL,ORRH,1344,25451
BGYL,WAMC,1859,30405
BGYL,EDNA,1397,25829
BGYL,LHAB,1319,15058
BGYL,PALM,1909,40540
BGYL,HSOU,1084,20821
BGYL,WAEC,1897,30719
BGYL,BVCC,1717,25401
BGYL,TOWN,1129,21343
BGYL,SCOA,2807,60334
BGYL,CVSB,2022,43001
BGYL,LAKE,1934,43936
BGYL,LPIH,1777,31694
BGYL,TUSH,1254,23184
BGYL,NNRC,1790,36719
BGYL,BGSJ,2378,55466
BGYL,HELP,1652,34186
BGYL,BGYL,0,0
BGYL,COLL,1526,33943
BGYL,GGCH,1552,31592
BGYL,CMIS,2061,45263
BGYL,KINB,820,9532
BGYL,KINO,994,20132
BGYL,STAN,1909,37839
BGYL,KINW,1649,34167
BGYL,CVLH,1863,41199
BGYL,FPCC,1322,22572
BGYL,ANHC,1835,30261
BGYL,FLAG,1852,37104
BGYL,CAPO,2575,62573
BGYL,GORD,866,9494
BGYL,ATCC,1870,31149
BGYL,FVRH,1768,37006
BGYL,MISS,2136,49144
BGYL,ROYL,1586,29103
BGYL,LEIS,1248,20511
BGYL,ACNC,1890,30781
BGYL,ALTA,1304,25065
BGYL,PACI,1325,26140
BGYL,IRVR,1687,34047
BGYL,WINA,2003,32562
BGYL,NSUB,1651,35752
BGYL,ALAM,2024,46353
BGYL,PLAC,326,3190
BGYL,CHAP,946,16700
BGYL,KNOT,1844,30902
BGYL,HBHO,2028,40338
BGYL,HBRI,1046,17124
BGYL,OCMM,1750,37762
BGYL,MESA,1752,36236
BGYL,CMCH,1296,16173
BGYL,COCT,1680,23199
BGYL,WLNT,1592,19478
BGYL,SMMC,1941,41336
BGYL,FOCC,1147,21076
BGYL,KAIA,604,6064
BGYL,RGNT,1786,35780
BGYL,HVAL,1999,40164
BGYL,FREE,1946,40810
BGYL,QUAK,1730,35293
BGYL,CARE,1090,19723
BGYL,VIVA,1882,41085
BGYL,SCRT,1122,20979
BGYL,PREG,1360,15636
BGYL,SNMR,1556,23921
BGYL,EVER,850,10724
BGYL,NEWO,1138,14106
BGYL,WMCS,1085,20071
BGYL,COVI,2345,53369
BGYL,SEAC,2154,42107
BGYL,WMCA,1332,17836
BGYL,ELIZ,888,11467
BGYL,PSUP,1870,37351
BGYL,CHOC,1059,20464
BGYL,COAS,1644,29371
BGYL,CVPL,1552,28776
BGYL,TERR,820,10565
BGYL,CMLH,1530,17161
BGYL,PANA,1996,32511
BGYL,GPCC,1210,24546
BGYL,SJOS,1205,20863
BGYL,CMSA,1591,32725
BGYL,SJUD,952,11138
BGYL,HSUB,2028,40338
BGYL,BEAC,2117,42592
BGYL,LAMC,2033,46126
BGYL,BPNC,1775,29439
BGYL,PKVW,1059,14191
BGYL,WINF,1091,12299
BGYL,AMMC,1310,20967
BGYL,VICT,1548,34117
BGYL,AGBP,1522,18899
COLL,CSNC,1272,23388
COLL,HOAG,467,4687
COLL,AGEN,1521,28561
COLL,LPAL,1376,28747
COLL,EXTW,988,19158
COLL,PVIS,1695,35406
COLL,SCLE,1510,41138
COLL,GREE,1772,37236
COLL,GGMC,1067,22518
COLL,HVCC,1148,25112
COLL,UCIM,978,20708
COLL,MANO,742,10806
COLL,COVI,1152,26157
COLL,WAMC,1632,26177
COLL,EDNA,1168,14991
COLL,LHAB,2114,43258
COLL,PALM,1077,22768
COLL,HSOU,621,13806
COLL,WAEC,1629,26273
COLL,BVCC,1486,30501
COLL,TOWN,928,18610
COLL,SCOA,1750,31948
COLL,CVSB,1243,26226
COLL,LAKE,1205,25268
COLL,LPIH,1649,38689
COLL,TUSH,592,12237
COLL,PACI,1122,23719
COLL,BGSJ,1394,35030
COLL,HELP,1051,19540
COLL,BGYL,1553,34300
COLL,COLL,0,0
COLL,GGCH,1183,19648
COLL,CMIS,1268,28613
COLL,KINB,1635,37394
COLL,KINO,823,19941
COLL,STAN,892,20675
COLL,KINW,1073,19659
COLL,CVLH,1070,24548
COLL,SJUD,1834,36114
COLL,FPCC,881,17266
COLL,ANHC,1616,26532
COLL,FLAG,431,3769
COLL,CAPO,1591,42136
COLL,GORD,1416,31243
COLL,ATCC,1607,29420
COLL,FVRH,631,11697
COLL,MISS,1340,30027
COLL,ROYL,742,9239
COLL,LEIS,1432,28745
COLL,ACNC,1603,26253
COLL,ALTA,1102,22644
COLL,NNRC,369,3384
COLL,IRVR,778,16068
COLL,WINA,1469,28079
COLL,NSUB,115,981
COLL,ALAM,1282,31501
COLL,CMSA,496,4170
COLL,CHAP,811,18391
COLL,KNOT,1579,29434
COLL,HBRI,1005,19678
COLL,OCMM,612,12453
COLL,HSUB,891,15028
COLL,CMCH,1067,20365
COLL,COCT,1467,25914
COLL,WLNT,1291,25925
COLL,SMMC,1148,24686
COLL,FOCC,905,20298
COLL,KAIA,1154,26687
COLL,RGNT,670,10483
COLL,HVAL,861,14854
COLL,FREE,1150,24121
COLL,QUAK,1310,22700
COLL,CARE,812,15659
COLL,VIVA,1088,24434
COLL,SCRT,693,14493
COLL,PREG,2073,42685
COLL,SNMR,1325,29022
COLL,EVER,1741,36836
COLL,NEWO,1066,21145
COLL,WMCS,717,14497
COLL,ORRH,1141,23030
COLL,SEAC,943,11631
COLL,WMCA,1241,25851
COLL,ELIZ,1778,37579
COLL,PSUP,448,4815
COLL,CHOC,889,20274
COLL,COAS,690,8728
COLL,CVPL,660,8565
COLL,TERR,1711,36677
COLL,CMLH,2273,44957
COLL,PANA,1462,28028
COLL,GPCC,1007,22125
COLL,SJOS,1034,20672
COLL,PLAC,1556,30308
COLL,HBHO,891,15028
COLL,MESA,333,2822
COLL,BEAC,907,11488
COLL,LAMC,1292,31274
COLL,BPNC,1647,36434
COLL,PKVW,1304,27706
COLL,WINF,1586,35646
COLL,AMMC,1423,29546
COLL,VICT,22,174
COLL,AGBP,1531,35446
GGCH,CSNC,712,6711
GGCH,HOAG,1660,24210
GGCH,AGEN,795,7912
GGCH,LPAL,1208,12596
GGCH,EXTW,444,3566
GGCH,PVIS,1618,28316
GGCH,SCLE,2394,57038
GGCH,GREE,1574,16769
GGCH,GGMC,691,5592
GGCH,HVCC,1074,18062
GGCH,UCIM,887,11057
GGCH,MANO,1105,10930
GGCH,ORRH,633,5202
GGCH,WAMC,823,8057
GGCH,EDNA,672,9333
GGCH,LHAB,1817,19623
GGCH,PALM,1809,36003
GGCH,HSOU,1004,18419
GGCH,WAEC,819,8153
GGCH,BVCC,770,7932
GGCH,TOWN,802,12855
GGCH,SCOA,2707,55798
GGCH,CVSB,905,12685
GGCH,LAKE,1901,37421
GGCH,LPIH,1362,14018
GGCH,TUSH,1160,18656
GGCH,NNRC,1562,22907
GGCH,BGSJ,2278,50930
GGCH,HELP,436,3529
GGCH,BGYL,1667,32644
GGCH,COLL,1298,20131
GGCH,GGCH,0,0
GGCH,CMIS,1961,40727
GGCH,KINB,1559,30303
GGCH,KINO,852,14208
GGCH,STAN,786,7249
GGCH,KINW,432,3510
GGCH,CVLH,1763,36662
GGCH,FPCC,890,14092
GGCH,ANHC,807,8413
GGCH,FLAG,1624,23292
GGCH,CAPO,2475,58036
GGCH,GORD,1339,24153
GGCH,ATCC,988,10041
GGCH,FVRH,1015,10882
GGCH,MISS,2035,44608
GGCH,ROYL,1477,15148
GGCH,LEIS,1286,12857
GGCH,ACNC,794,8134
GGCH,ALTA,699,5676
GGCH,PACI,528,6609
GGCH,IRVR,1586,29510
GGCH,WINA,801,8403
GGCH,NSUB,1431,17316
GGCH,ALAM,907,16037
GGCH,PLAC,1556,27871
GGCH,CHAP,925,16735
GGCH,KNOT,960,10056
GGCH,HBHO,1012,9833
GGCH,HBRI,988,15944
GGCH,OCMM,997,9946
GGCH,MESA,1524,22424
GGCH,CMCH,1309,21056
GGCH,COCT,644,5627
GGCH,WLNT,899,9520
GGCH,SMMC,1841,36800
GGCH,FOCC,749,11497
GGCH,KAIA,1268,25031
GGCH,RGNT,1629,23979
GGCH,HVAL,999,9164
GGCH,FREE,1846,36274
GGCH,QUAK,394,3309
GGCH,CARE,962,16256
GGCH,VIVA,1782,36549
GGCH,SCRT,1040,16544
GGCH,PREG,1870,20789
GGCH,SNMR,896,9396
GGCH,EVER,1664,29746
GGCH,NEWO,1180,19489
GGCH,WMCS,1004,17669
GGCH,COVI,2111,39653
GGCH,SEAC,1146,11360
GGCH,WMCA,1167,18801
GGCH,ELIZ,1703,17975
GGCH,PSUP,1642,23539
GGCH,CHOC,844,12100
GGCH,COAS,1491,15217
GGCH,CVPL,1506,15462
GGCH,TERR,1634,29587
GGCH,CMLH,2070,23060
GGCH,PANA,805,8454
GGCH,GPCC,696,9120
GGCH,SJOS,943,12382
GGCH,CMSA,1183,14950
GGCH,SJUD,1698,18178
GGCH,HSUB,1012,9833
GGCH,BEAC,1124,11854
GGCH,LAMC,916,15810
GGCH,BPNC,968,10121
GGCH,PKVW,1227,20616
GGCH,WINF,1491,17036
GGCH,AMMC,1237,12457
GGCH,VICT,1320,20305
GGCH,AGBP,1327,13550
CMIS,CSNC,1723,34316
CMIS,HOAG,1555,32603
CMIS,AGEN,2264,47570
CMIS,LPAL,1828,39675
CMIS,EXTW,1772,38990
CMIS,PVIS,2146,46335
